1,1383527.3400,4906682.5200,178.5570,STEV
2,1383527.3400,4906682.5200,178.5570,STEV-OBS
3,1379802.4700,4903747.2700,8.0750,AEYF
4,1379802.4972,4903747.2718,7.7528,AEYF-OBS
5,1383691.4343,4908329.2279,7.0763,DAIRY
BM13,1387747.4450,4914711.8570,14.1150,
BM14,1387622.9300,4914931.7620,11.0310,
BM15,1387533.8590,4915135.9030,14.3740,
BM16,1387304.2270,4915368.6880,12.7750,
BM17,1387044.8340,4915506.5980,9.5110,
BM18,1386891.7080,4915673.9400,13.3860,
BM19,1386934.8220,4915908.8080,11.9180,
BM20,1387111.5610,4916166.4750,12.2570,
BM21,1387104.9950,4916522.7030,12.2980,
BM22,1386891.0280,4916746.2970,13.1970,
BM23,1386371.3470,4916602.8780,10.9860,
BM24,1386765.0360,4917113.8970,13.9820,
BM25,1386351.0660,4917169.2520,11.2200,
BM26,1386284.8990,4917501.0130,11.2740,
BM27,1386118.8900,4917828.8720,14.9610,
BM28,1385685.1560,4917630.0990,15.7550,
BM29,1385543.7870,4917826.9070,15.3330,
BM30,1385435.6080,4918179.5660,15.4900,
BM135,1385627.8300,4918495.7950,14.2130,
BM136,1385518.7680,4918341.2330,14.1770,
BM144,1385709.4150,4918634.9500,15.1190,
BM146,1386009.3380,4919258.2010,12.1000,
BM147,1386669.9530,4919465.5590,13.3010,
BM156,1385817.3060,4918977.2270,17.3270,
ET27,1387794.5810,4912984.1590,10.5970,
ET28,1388104.5730,4913359.8580,11.1900,
ET29,1388281.0620,4913681.6360,11.3520,
ET30,1388450.3260,4914019.5790,11.9150,
ET31,1388476.1030,4914110.6460,13.7880,
ET32,1388361.6540,4914325.3100,11.7270,
ET73,1386844.8970,4917043.3930,13.2440,
ET74,1386838.3710,4917429.3160,13.7780,
ET75,1386844.5050,4917733.9070,14.4350,
ET76,1386935.5220,4918063.8190,16.5810,
ET77,1396347.4850,4918335.4220,33.3480,
ET124,1389978.4820,4915820.5850,11.4290,
ET125,1389213.5410,4915551.3560,13.3750,
ET126,1388052.8970,4912785.7510,10.8130,
ET127,1388038.8830,4913247.7650,11.3830,
ET128,1388331.3770,4913723.6820,9.8270,
ET129,1387742.1500,4915239.4480,11.4630,
ET130,1387570.5730,4915381.4710,11.2960,
ET149,1390399.7710,4916034.1450,12.1990,
ET150,1391257.4830,4916408.9600,13.7050,
ET151,1391835.2570,4916523.8480,15.2990,
ET152,1392144.5520,4916593.5110,19.5390,
ET158,1387623.3160,4912020.9700,11.1910,
ET159,1387996.1940,4912254.0650,11.8010,
ET160,1387464.0170,4911846.0570,11.2530,
LT8E,1378830.1910,4903034.6890,0.0000,
LT8S,1378923.8000,4903071.4930,0.0000,
LT9E,1379072.6010,4902818.2570,0.0000,
LT9S,1379073.2070,4902976.6260,0.0000,
LT14AE,1381221.8760,4900152.9300,0.0000,
LT14AS,1381422.5890,4900326.4920,0.0000,
LT24E,1382503.7830,4896740.3260,0.0000,
LT24S,1382699.2100,4896847.3470,0.0000,
WT140,1386686.9810,4915632.8850,10.9500,
WT173,1387282.5440,4913566.7050,10.7890,
WT175,1387646.1820,4913573.3610,12.3170,
XS01_E,1387329.6530,4912145.1060,0.0000,
XS01_S,1387553.6840,4911929.6970,0.0000,
XS02_E,1387590.4490,4912263.9950,0.0000,
XS02_S,1387701.2710,4912062.7590,0.0000,
XS03_E,1387364.7670,4912497.0110,0.0000,
XS03_S,1387924.1050,4912216.9110,0.0000,
XS04_E,1387343.1720,4912584.1220,0.0000,
XS04_S,1387798.4690,4912777.7050,0.0000,
XS05_E,1387228.6210,4912880.6240,0.0000,
XS05_S,1387902.0480,4912955.8000,0.0000,
XS06_E,1387140.3990,4913335.9360,0.0000,
XS06_S,1387921.9230,4913114.2880,0.0000,
XS07_E,1387393.2010,4913099.9800,0.0000,
XS07_S,1387417.4370,4913533.2060,0.0000,
XS08_E,1387694.8310,4913587.9700,0.0000,
XS08_S,1388013.0260,4913289.3560,0.0000,
XS09_E,1387911.1340,4913811.3400,0.0000,
XS09_S,1388278.0590,4913639.3620,0.0000,
XS10_E,1387935.5610,4913987.2160,0.0000,
XS10_S,1388351.9260,4913806.0450,0.0000,
XS11_E,1388064.7110,4914280.6990,0.0000,
XS11_S,1388283.1770,4914416.2550,0.0000,
XS12_E,1387896.2020,4914397.5770,0.0000,
XS12_S,1388224.9160,4914530.3670,0.0000,
XS13_E,1387543.6310,4914651.3580,0.0000,
XS13_S,1387783.0120,4914722.4170,0.0000,
XS14_E,1387514.8900,4914904.9920,0.0000,
XS14_S,1387720.0040,4914955.8280,0.0000,
XS15_E,1387418.6460,4915084.7200,0.0000,
XS15_S,1387552.1270,4915144.0220,0.0000,
XS16,1387304.2380,4915368.6690,12.7350,
XS16_E,1387233.5630,4915267.1140,0.0000,
XS16_S,1387309.9920,4915376.9020,0.0000,
XS17,1387044.8240,4915506.5770,9.4410,
XS17_E,1387001.1830,4915397.8980,0.0000,
XS17_S,1387052.0100,4915524.4860,0.0000,
XS18_E,1386765.7190,4915618.2460,0.0000,
XS18_S,1386912.5890,4915683.1780,0.0000,
XS19,1386934.8110,4915908.8270,11.8780,
XS19_E,1386837.4670,4915960.8020,0.0000,
XS19_S,1386959.1820,4915895.8280,0.0000,
XS20,1387111.5710,4916166.4650,12.2270,
XS20_E,1386907.9940,4916160.0770,0.0000,
XS20_S,1387143.9010,4916167.4870,0.0000,
XS21_E,1386874.3910,4916418.7200,0.0000,
XS21_S,1387109.2130,4916524.5990,0.0000,
XS22,1386890.9990,4916746.2760,13.2070,
XS22_E,1386780.3490,4916535.3160,0.0000,
XS22_S,1386906.9300,4916776.5520,0.0000,
XS23,1386371.3470,4916602.8880,11.0160,
XS23_E,1386279.4080,4916559.3830,0.0000,
XS23_S,1386842.3080,4916825.6880,0.0000,
XS24,1386765.0560,4917113.8780,13.9420,
XS24_E,1386283.8770,4916881.0830,0.0000,
XS24_S,1386785.4250,4917123.7790,0.0000,
XS25,1386351.0660,4917169.2520,11.2100,
XS25_E,1386181.4670,4917023.8850,0.0000,
XS25_S,1386757.9010,4917517.9840,0.0000,
XS26_E,1385856.6570,4917115.8440,0.0000,
XS26_S,1386360.0750,4917568.6250,0.0000,
XS27,1386118.8930,4917828.7720,15.0510,
XS27_E,1386023.3150,4917096.1640,0.0000,
XS27_S,1386131.3610,4917924.3000,0.0000,
XS28,1385685.1560,4917630.0990,15.7850,
XS28_E,1385360.2710,4917439.0990,0.0000,
XS28_S,1385833.0100,4917717.0320,0.0000,
XS29,1385543.7670,4917826.9070,15.3930,
XS29_E,1385386.6880,4917739.9310,0.0000,
XS29_S,1385643.3670,4917882.0310,0.0000,
XS30,1385435.5990,4918179.5560,15.5100,
XS30_E,1385292.4490,4918177.5010,0.0000,
XS30_S,1385583.2790,4918181.6760,0.0000,
XS135,1385627.8720,4918495.7160,14.2730,
XS135_E,1385456.5140,4918621.9400,0.0000,
XS135_S,1385669.1160,4918465.3980,0.0000,
XS136,1385518.8200,4918341.1840,14.2270,
XS136_E,1385391.2580,4918437.9460,0.0000,
XS136_S,1385561.0320,4918309.1770,0.0000,
XS144_E,1385603.4440,4918675.1940,0.0000,
XS144_S,1385829.1350,4918589.4720,0.0000,
XS146,1386009.3380,4919258.2010,12.1000,
XS146_E,1385946.7310,4919286.6720,0.0000,
XS146_S,1386074.2630,4919228.6790,0.0000,
XS147_E,1386664.0380,4919552.2450,0.0000,
XS147_S,1386672.0610,4919435.3880,0.0000,
XS156,1385817.4480,4918977.1520,17.3870,
XS156_E,1385814.5370,4918978.3040,0.0000,
XS156_S,1385925.4300,4918934.8860,0.0000,
X_SECT 1E,1379459.9020,4904051.1300,0.0000,
X_SECT 1S,1379618.2120,4903677.3720,0.0000,
X_SECT 2/,1379816.4220,4904681.7140,0.0000,
X_SECT 2E,1380314.2900,4904268.1100,0.0000,
X_SECT 2S,1380366.6530,4904194.8080,0.0000,
X_SECT 3E,1380988.3800,4904944.1620,0.0000,
X_SECT 3S,1381158.6420,4904770.7330,0.0000,
X_SECT 4E,1381358.6050,4905497.5450,0.0000,
X_SECT 4S,1381546.9610,4905130.6090,0.0000,
X_SECT 5E,1381835.0010,4905567.5740,0.0000,
X_SECT 5S,1381897.6600,4905482.5740,0.0000,
X_SECT 6E,1382253.5550,4906122.0820,0.0000,
X_SECT 6S,1382452.5750,4905981.2500,0.0000,
X_SECT 7S,1382426.3000,4906400.6250,0.0000,
X_SECT 8E,1382486.6070,4906826.3390,0.0000,
X_SECT 8S,1382810.7520,4906633.0830,0.0000,
X_SECT 9E,1382449.1760,4906901.1410,0.0000,
X_SECT 9S,1382935.9520,4906927.4060,0.0000,
X_SECT 10,1382679.1560,4907078.5560,0.0000,
X_SECT 11,1382442.1140,4907091.9210,0.0000,
X_SECT 12,1382290.1880,4907203.2670,0.0000,
X_SECT 13,1382662.5820,4907584.9600,0.0000,
X_SECT 14,1382582.7810,4907942.9710,0.0000,
X_SECT 15,1382832.0270,4908638.8490,0.0000,
X_SECT 16,1383816.9030,4909250.7020,0.0000,
X_SECT 17,1383988.1310,4909352.6100,0.0000,
X_SECT 18,1384088.1150,4909733.4260,0.0000,
X_SECT 19,1384639.6620,4910142.6290,0.0000,
X_SECT 20,1385128.2300,4910614.5610,0.0000,
X_SECT 21,1385422.3850,4910914.4110,0.0000,
X_SECT 22,1385665.0990,4911084.6460,0.0000,
X_SECT 23,1385778.3840,4911625.4150,0.0000,
X_SECT 24,1386180.6830,4911683.4720,0.0000,
X_SECT 25,1386704.1570,4911854.3750,0.0000,
X_SECT 26,1387069.9930,4912008.4720,0.0000,
X_SECT1E,4904051.1300,1379459.9020,0.0000,
X_SECT1S,4903677.3720,1379618.2120,0.0000,
X_SECT2/1,4904265.5400,1380312.9100,0.0000,
X_SECT2/2,4904681.7100,1379816.4200,0.0000,
X_SECT2E,4904268.1100,1380314.2900,0.0000,
X_SECT2S,4904194.8080,1380366.6530,0.0000,
X_SECT3E,4904944.1620,1380988.3800,0.0000,
X_SECT3S,4904770.7330,1381158.6420,0.0000,
X_SECT4E,4905497.5450,1381358.6050,0.0000,
X_SECT4S,4905130.6090,1381546.9610,0.0000,
X_SECT5E,4905567.5740,1381835.0010,0.0000,
X_SECT5S,4905482.5740,1381897.6600,0.0000,
X_SECT6E,4906122.0820,1382253.5550,0.0000,
X_SECT6S,4905981.2500,1382452.5750,0.0000,
X_SECT7E,4906283.8900,1382622.1000,0.0000,
X_SECT7S,4906400.6250,1382426.3000,0.0000,
X_SECT8E,4906826.3390,1382486.6070,0.0000,
X_SECT8S,4906633.0830,1382810.7520,0.0000,
X_SECT9E,4906901.1410,1382449.1760,0.0000,
X_SECT9S,4906927.4060,1382935.9520,0.0000,
X_SECT10E,4907078.5560,1382679.1560,0.0000,
X_SECT10S,4907144.3960,1382847.6920,0.0000,
X_SECT11E,4907091.9210,1382442.1140,0.0000,
X_SECT11S,4907241.4830,1382595.8440,0.0000,
X_SECT12E,4907203.2670,1382290.1880,0.0000,
X_SECT12S,4907258.8100,1382614.0600,0.0000,
X_SECT13E,4907584.9600,1382662.5820,0.0000,
X_SECT13S,4907460.2500,1382791.7400,0.0000,
X_SECT13_,4907584.9600,1382662.5820,0.0000,
X_SECT14E,4907942.9710,1382582.7810,0.0000,
X_SECT14S,4907804.9700,1383153.0430,0.0000,
X_SECT15E,4908638.8490,1382832.0270,0.0000,
X_SECT15S,4908075.6180,1383414.4470,0.0000,
X_SECT16E,4909250.7020,1383816.9030,0.0000,
X_SECT16S,4908845.7830,1384247.0620,0.0000,
X_SECT17E,4909352.6100,1383988.1310,0.0000,
X_SECT17S,4909062.8420,1384469.9440,0.0000,
X_SECT18E,4909733.4260,1384088.1150,0.0000,
X_SECT18S,4909248.3010,1384661.2880,0.0000,
X_SECT19E,4910142.6290,1384639.6620,0.0000,
X_SECT19S,4909979.1820,1384805.0810,0.0000,
X_SECT20E,4910614.5610,1385128.2300,0.0000,
X_SECT20S,4910083.4840,1385642.2490,0.0000,
X_SECT21E,4910914.4110,1385422.3850,0.0000,
X_SECT21S,4910810.2750,1385521.9710,0.0000,
X_SECT22E,4911084.6460,1385665.0990,0.0000,
X_SECT22S,4910820.4920,1386096.0230,0.0000,
X_SECT23E,4911625.4150,1385778.3840,0.0000,
X_SECT23S,4911436.8670,1385956.3860,0.0000,
X_SECT24E,4911683.4720,1386180.6830,0.0000,
X_SECT24S,4911458.0570,1386363.1350,0.0000,
X_SECT25E,4911854.3750,1386704.1570,0.0000,
X_SECT25S,4911412.1990,1386853.0010,0.0000,
X_SECT26E,4912008.4720,1387069.9930,0.0000,
X_SECT26S,4911699.8340,1387320.4920,0.0000,
